t,x,y
744471,240,224
744471,704,144
744474,32,464
744474,48,528
744474,240,160
744474,240,208
744474,240,256
744474,240,416
744474,688,208
744477,80,512
744477,224,176
744477,224,384
744477,256,432
744477,272,320
744480,272,256
744480,304,208
744480,592,480
744480,720,176
744483,96,496
744483,592,464
744483,688,224
744486,80,448
744486,224,144
744486,224,304
744486,240,160
744486,560,384
744486,576,400
744486,592,432
744486,672,208
744489,224,96
744489,224,160
744489,272,240
744489,288,208
744489,544,400
744489,640,208
744492,256,368
744492,288,304
744492,304,448
744492,384,400
744495,48,448
744495,192,96
744495,240,224
744495,720,160
744498,224,192
744498,240,192
744498,352,352
744498,560,400
744498,576,432
744498,576,528
744501,224,176
744501,224,320
744501,256,144
744501,304,256
744501,496,512
744501,560,368
744501,576,464
744501,592,480
744504,224,96
744504,512,608
744504,544,528
744504,560,496
744504,592,624
744507,160,448
744507,224,96
744507,288,144
744507,432,512
744507,672,192
744510,336,336
744510,480,464
744510,544,400
744510,576,528
744510,656,240
744513,96,464
744513,240,256
744513,240,368
744513,560,384
744513,560,544
744513,576,448
744513,576,480
744513,592,528
744513,688,176
744516,48,464
744516,496,592
744516,576,368
744516,1056,704
744519,432,512
744519,448,496
744519,656,192
744522,224,320
744522,256,144
744522,464,448
744522,496,496
744522,512,432
744522,560,592
744522,688,176
744525,528,384
744525,544,512
744525,656,176
744528,240,192
744528,256,144
744528,496,576
744528,512,480
744528,528,528
744528,640,224
744528,688,224
744531,224,176
744531,352,416
744531,416,368
744531,448,400
744531,560,432
744534,224,160
744534,432,512
744534,496,576
744537,448,400
744537,576,464
744537,672,224
744537,688,224
744540,464,464
744540,544,608
744543,400,432
744543,512,528
744543,720,176
744546,448,416
744546,592,368
744546,592,544
744549,400,496
744549,480,368
744549,512,528
744549,576,384
744549,704,192
744552,224,384
744552,432,432
744552,496,480
744552,512,560
744552,576,384
744555,528,528
744555,704,192
744558,560,528
744558,576,528
744558,592,640
744558,848,768
744561,512,608
744561,528,496
744561,592,368
744561,592,608
744561,720,784
744564,16,544
744564,528,416
744564,640,192
744564,656,224
744567,512,448
744570,496,496
744570,512,416
744570,544,384
744570,544,512
744570,592,560
744570,688,176
744573,256,272
744573,368,352
744573,432,480
744573,464,432
744573,464,544
744576,256,192
744576,288,144
744579,416,416
744579,560,560
744582,464,368
744582,528,400
744582,560,432
744582,688,176
744585,400,432
744585,496,528
744585,656,176
744585,704,160
744588,576,560
744588,640,224
744588,656,176
744588,656,240
744588,704,160
744588,800,784
744591,784,816
744594,512,384
744597,288,144
744597,592,400
744600,496,544
744600,592,512
744603,528,384
744603,720,176
744606,272,448
744606,560,464
744606,592,640
744606,592,688
744606,624,224
744609,464,560
744609,512,400
744609,560,576
744609,592,592
744609,688,160
744609,720,176
744612,496,384
744612,592,528
744612,656,208
744612,736,800
744615,464,384
744615,624,224
744615,752,800
744618,512,384
744621,480,528
744621,480,640
744621,640,752
744621,672,160
744621,768,832
744624,240,368
744627,432,432
744630,240,368
744630,416,416
744630,592,432
744630,592,672
744630,800,848
744633,848,800
744636,432,432
744636,528,592
744636,560,480
744636,656,768
744639,64,528
744639,464,480
744639,480,464
744639,480,624
744639,576,704
744639,720,768
744642,464,464
744642,496,416
744642,496,608
744642,640,752
744642,672,800
744645,816,816
744648,432,400
744648,528,400
744648,688,768
744651,496,480
744651,544,448
744651,544,640
744651,688,176
744651,800,848
744654,272,400
744654,448,432
744654,496,480
744654,528,576
744654,560,592
744654,688,144
744657,448,400
744657,464,400
744657,464,432
744657,528,480
744657,576,384
744657,576,432
744657,736,784
744657,752,800
744660,480,400
744660,528,688
744663,640,208
744663,704,192
744666,464,496
744666,528,528
744666,544,576
744666,656,224
744666,672,752
744666,688,192
744669,176,448
744669,592,416
744672,560,448
744678,512,384
744678,544,432
744678,560,512
744678,608,720
744678,656,192
744678,800,768
744681,528,544
744681,528,560
744681,560,672
744681,640,752
744681,784,800
744684,464,432
744684,480,544
744684,752,784
744684,848,800
744687,96,448
744687,240,320
744687,368,368
744687,400,400
744690,528,528
744690,672,768
744693,256,336
744693,256,400
744693,528,512
744696,432,400
744696,720,768
744696,1008,720
744699,464,512
744699,672,800
744699,736,768
744702,368,432
744702,400,432
744705,464,448
744705,544,624
744705,592,448
744708,352,400
744708,560,480
744708,752,784
744711,448,528
744711,544,384
744711,544,496
744711,576,624
744711,1056,672
744714,224,416
744714,512,416
744714,512,448
744714,576,384
744714,576,512
744714,592,384
744714,592,496
744714,720,160
744717,496,400
744717,528,464
744717,544,368
744717,544,432
744717,544,688
744717,560,704
744720,368,368
744720,432,496
744720,464,384
744720,592,416
744723,368,464
744723,432,416
744723,480,432
744723,560,368
744723,640,192
744723,640,208
744726,320,320
744726,640,208
744729,560,416
744729,640,192
744732,432,480
744732,560,400
744735,352,368
744735,464,416
744735,576,416
744735,592,480
744738,336,320
744741,528,576
744741,640,224
744741,688,768
744744,496,368
744747,528,384
744747,704,144
744750,496,384
744750,656,192
744753,368,416
744753,544,576
744753,576,448
744756,432,512
744759,544,704
744759,560,576
744759,704,176
744759,720,160
744762,432,544
744762,480,608
744762,592,608
744762,704,192
744765,592,544
744765,752,784
744768,464,592
744768,512,672
744768,544,480
744768,640,192
744768,784,816
744771,480,496
744771,496,608
744771,496,640
744774,848,768
744777,464,544
744777,480,496
744777,496,464
744777,576,592
744780,320,416
744780,416,368
744780,528,416
744780,576,592
744783,480,496
744783,496,592
744783,528,480
744783,560,672
744783,832,832
744786,384,416
744786,544,464
744786,656,192
744789,464,608
744789,496,560
744789,512,384
744789,512,672
744789,528,416
744789,528,560
744789,560,560
744789,592,720
744792,352,432
744792,560,416
744792,704,768
744795,384,496
744795,432,496
744795,448,464
744795,496,416
744795,496,448
744798,560,576
744798,592,592
744801,512,496
744801,512,544
744801,544,608
744801,672,144
744804,368,480
744804,528,688
744804,544,528
744807,560,592
744810,480,528
744810,480,560
744810,576,560
744810,688,768
744810,800,784
744810,1040,656
744813,528,656
744816,432,368
744816,672,208
744819,528,432
744819,528,560
744819,576,528
744819,592,560
744822,304,448
744822,512,432
744822,560,496
744825,640,208
744825,656,192
744828,592,400
744828,848,816
744834,448,400
744834,736,784
744837,592,384
744840,544,576
744840,624,240
744843,592,496
744843,688,160
744849,480,432
744852,1024,672
744858,368,352
744858,512,416
744861,560,464
744864,464,512
744864,464,576
744864,1024,736
744864,1056,720
744867,1088,656
744870,384,496
744870,464,464
744870,480,560
744870,512,400
744870,576,368
744870,1024,688
744873,992,736
744876,240,304
744876,496,544
744876,1024,688
744876,1088,704
744879,304,400
744879,512,432
744879,560,528
744882,480,464
744882,560,384
744882,672,144
744885,1056,672
744888,464,464
744888,592,512
744888,592,608
744888,1008,720
744888,1024,688
744894,64,528
744900,432,464
744915,1056,640
744915,1072,704
744921,320,432
744921,1024,672
744927,864,800
744933,1008,688
744933,1024,688
744933,1056,640
744933,1072,704
744933,1088,656
744936,1040,672
744936,1040,720
744939,704,784
744939,1056,672
744942,416,512
744942,1024,720
744945,688,192
744945,1024,672
744945,1072,656
744948,1088,672
744957,384,496
744957,784,768
744957,864,800
744960,416,480
744960,800,784
744963,384,480
744966,0,512
744966,800,784
744966,800,864
744969,240,448
744969,496,544
744969,544,704
744969,848,800
744969,864,800
744972,496,416
744972,512,608
744972,752,784
744972,784,832
744972,800,848
744975,480,416
744975,512,608
744978,384,496
744978,784,768
744978,1008,704
744978,1024,704
744978,1024,736
744981,304,256
744981,512,416
744981,512,528
744981,640,208
744981,800,784
744981,832,816
744981,992,736
744981,1024,672
744981,1040,720
744984,448,448
744984,544,400
744984,560,368
744984,560,496
744984,640,208
744984,800,864
744984,816,832
744984,1040,688
744987,464,464
744987,512,464
744987,528,592
744987,880,768
744987,1040,720
744987,1056,704
744990,96,464
744990,256,272
744990,448,416
744990,560,416
744990,1024,704
744990,1056,704
744993,496,560
744993,528,512
744993,544,528
744993,544,592
744993,1056,704
744996,480,544
744996,560,400
744996,608,688
744996,656,208
744999,208,448
744999,384,416
744999,496,624
744999,688,768
744999,704,800
745002,368,448
745002,592,448
745002,768,800
745002,784,768
745002,832,832
745002,848,816
745002,1040,736
745002,1072,720
745002,1088,704
745005,544,544
745005,576,416
745005,576,624
745005,800,768
745008,816,784
745011,400,416
745011,528,368
745011,528,560
745011,672,768
745011,704,784
745011,736,800
745011,768,768
745014,464,432
745014,496,560
745014,544,576
745014,656,752
745017,528,512
745017,576,656
745020,560,592
745020,704,784
745020,832,848
745023,432,544
745023,816,832
745023,816,848
745023,832,800
745026,672,752
745026,784,816
745026,800,768
745026,848,768
745029,592,640
745029,720,800
745029,800,768
745032,672,752
745032,688,768
745032,736,768
745032,768,816
745035,336,384
745035,496,512
745035,592,512
745035,752,784
745035,880,768
745038,480,416
745038,784,784
745038,816,832
745041,464,592
745044,240,240
745044,464,608
745044,576,640
745044,768,784
745044,768,800
745044,848,816
745047,544,496
745047,672,800
745050,544,624
745050,736,768
745053,512,656
745053,576,672
745053,704,784
745053,768,768
745053,800,784
745053,816,800
745056,592,608
745056,640,752
745056,640,768
745056,736,800
745059,464,544
745059,496,528
745059,528,544
745059,576,704
745059,752,784
745059,768,832
745062,640,752
745062,800,784
745065,224,336
745065,544,704
745065,704,784
745065,720,800
745065,768,816
745065,784,848
745068,512,672
745068,544,688
745071,576,720
745071,864,784
745074,496,672
745074,752,816
745074,832,832
745077,560,704
745077,736,768
745080,464,624
745080,560,576
745080,592,592
745083,544,560
745083,688,768
745086,448,560
745086,576,720
745086,608,720
745086,640,752
745086,640,768
745089,464,576
745089,832,800
745092,512,576
745092,512,672
745092,624,720
745095,512,624
745095,512,656
745095,560,624
745095,560,704
745095,576,464
745095,576,672
745095,688,752
745095,800,832
745095,832,848
745098,256,352
745098,464,624
745098,816,800
745101,640,752
745104,208,96
745104,576,704
745104,704,784
745104,752,768
745104,784,800
745107,576,624
745107,592,512
745107,608,704
745110,704,784
745110,720,784
745113,576,688
745113,720,784
745113,752,816
745116,528,512
745116,528,608
745116,704,800
745116,736,784
745119,496,656
745119,560,560
745119,592,720
745119,656,752
745122,512,672
745122,816,784
745125,496,624
745125,512,592
745128,496,624
745131,544,704
745131,592,656
745131,592,704
745137,448,576
745146,544,656
745149,720,160
745152,640,192
745155,464,576
745155,528,448
745155,544,688
745155,560,592
745155,592,608
745155,992,736
745158,832,832
745161,512,672
745161,560,704
745167,560,688
745167,832,784
745170,464,624
745170,480,640
745170,736,800
745173,576,672
745173,704,208
745176,448,544
745179,800,864
745188,592,672
745191,848,816
745197,496,608
745203,752,816
745206,672,144
745212,560,656
745221,576,704
745230,832,768
745242,640,224
745251,640,192
745257,784,832
745263,688,176
745263,1056,720
745269,496,400
745287,576,608
745287,640,240
745296,496,384
745305,688,160
745311,1056,656
745323,208,128
745323,544,704
745332,560,688
745344,1008,688
745347,768,800
745347,1008,736
745356,576,656
745365,544,688
745368,592,720
745371,608,704
745395,832,784
745401,224,336
745443,752,816
745446,832,784
745479,544,592
745506,832,784
745521,208,128
745548,736,784
745548,800,800
745578,816,768
745581,816,864
745590,48,480
745611,496,496
745647,560,544
745668,512,560
745692,80,464
745722,224,304
745743,240,400
745749,448,480
745749,576,416
745752,320,400
745752,432,432
745758,400,448
745761,496,480
745770,32,544
745773,288,272
745773,560,544
745773,560,576
745782,512,592
745785,272,256
745788,112,448
745788,512,512
745791,288,384
745794,576,624
745800,352,384
745800,384,448
745806,512,528
745815,32,528
745818,48,464
745824,240,240
745827,496,368
745830,256,336
745833,656,192
745836,288,400
745836,352,416
745836,416,512
745839,352,448
745839,752,816
745845,272,272
745848,416,512
745851,96,448
745857,336,384
745857,464,416
745860,400,464
745863,80,464
745863,208,448
745863,256,352
745866,208,432
745869,224,352
745869,304,352
745869,1040,672
745872,0,480
745872,352,368
745872,1008,720
745875,320,400
745875,1024,720
745875,1040,672
745878,1072,656
745881,672,144
745887,240,368
745887,1040,736
745890,304,288
745893,304,448
745893,832,800
745893,848,816
745899,448,432
745905,736,784
745905,800,848
745905,832,768
745911,832,816
745914,720,768
745914,816,800
745917,16,512
745917,32,528
745917,448,512
745917,784,768
745920,736,784
745935,832,784
745935,848,800
745938,736,768
745953,528,608
745953,784,832
745965,464,384
745980,544,592
745986,816,784
745989,528,528
745989,816,816
745998,592,544
746010,544,528
746016,784,784
746025,528,592
746133,384,448
746163,64,480
746163,704,784
746172,32,528
746175,256,240
746175,304,224
746178,64,512
746187,288,208
746196,304,432
746199,48,544
746199,192,432
746199,544,608
746202,240,416
746202,416,464
746205,272,240
746208,192,448
746211,496,384
746214,192,432
746214,288,400
746214,320,416
746214,432,416
746214,448,400
746217,352,368
746217,448,400
746220,240,272
746220,256,320
746220,368,352
746220,496,480
746223,416,416
746223,416,512
746223,464,560
746226,304,400
746226,416,528
746226,432,432
746226,480,544
746226,496,496
746226,512,512
746226,592,528
746229,240,224
746229,336,368
746229,416,384
746229,432,432
746229,432,512
746232,336,320
746232,384,432
746232,416,432
746232,432,480
746232,496,592
746232,512,400
746235,448,400
746235,464,480
746235,480,512
746235,576,448
746241,240,448
746241,304,336
746241,320,336
746241,352,384
746241,352,400
746241,432,544
746241,448,464
746244,288,352
746244,368,416
746244,400,416
746244,416,528
746244,480,544
746244,512,560
746244,528,448
746244,528,480
746247,320,416
746247,352,432
746247,400,400
746247,416,400
746250,448,496
746250,544,624
746253,272,448
746253,432,432
746253,480,448
746253,528,640
746256,400,512
746256,480,608
746256,592,544
746259,432,432
746259,496,560
746259,528,528
746262,432,448
746262,464,528
746262,496,480
746262,560,544
746268,496,496
746268,576,672
746271,384,368
746271,480,576
746274,400,448
746274,528,480
746274,560,704
746277,512,560
746277,576,672
746280,512,656
746280,544,464
746280,592,560
746286,400,448
746286,464,400
746286,496,592
746292,528,448
746298,256,272
746298,352,400
746307,272,400
746313,528,592
746316,576,528
746328,352,432
746334,544,496
746334,544,560
746337,208,96
746337,480,624
746337,560,432
746340,480,560
746346,816,800
746367,464,512
746394,592,512
746403,192,112
746406,240,112
746421,736,784
746448,256,144
746469,496,576
746475,272,192
746499,176,96
746511,256,144
746535,224,96
746538,416,432
746550,256,128
746550,256,144
746592,64,464
746595,352,336
746598,240,160
746601,48,512
746601,176,448
746604,1024,704
746607,832,768
746610,144,448
746625,192,96
746703,256,160
746754,560,432
746787,432,432
746787,448,528
746787,496,432
746790,368,480
746790,432,528
746790,464,592
746796,400,384
746799,384,384
746799,496,464
746799,512,512
746802,416,496
746802,480,576
746802,496,416
746802,512,496
746805,432,480
746805,448,560
746805,528,480
746808,560,608
746808,704,784
746811,304,336
746811,368,464
746811,464,432
746811,496,624
746811,560,448
746814,368,368
746814,496,512
746814,608,720
746817,384,480
746817,400,432
746817,480,448
746817,496,544
746817,496,640
746817,512,432
746817,544,512
746820,400,448
746820,448,560
746820,496,640
746820,496,656
746823,368,416
746823,416,432
746823,448,448
746823,480,560
746823,496,480
746823,496,608
746823,512,656
746823,528,576
746823,528,640
746823,544,464
746826,384,384
746826,464,432
746826,496,656
746826,576,624
746829,480,480
746829,544,560
746829,576,656
746832,496,480
746832,528,576
746832,544,624
746835,352,416
746835,448,416
746835,512,592
746835,544,480
746835,592,656
746838,464,608
746838,480,464
746838,512,512
746838,512,560
746841,416,400
746841,448,496
746841,496,592
746841,560,640
746841,576,688
746841,608,688
746841,768,816
746847,400,464
746847,416,480
746847,464,592
746847,528,672
746850,384,480
746850,512,624
746850,512,640
746853,448,528
746853,480,592
746853,688,784
746856,448,576
746856,512,448
746856,560,528
746859,256,368
746859,544,688
746859,592,640
746862,528,608
746865,320,416
746865,528,640
746868,608,688
746871,288,336
746871,528,624
746871,576,544
746874,336,400
746874,496,672
746880,608,704
746898,256,336
746901,272,320
746901,320,320
746904,320,320
746910,64,528
746913,544,560
746916,240,384
746916,256,160
746919,304,448
746922,160,432
746925,160,448
746925,256,368
746925,256,448
746925,400,464
746928,256,448
746928,304,368
746928,368,432
746928,544,432
746931,192,432
746931,368,480
746931,1040,704
746934,400,464
746934,416,416
746937,544,512
746940,464,480
746940,1056,656
746943,80,512
746943,304,336
746946,256,448
746946,496,560
746946,560,448
746949,480,464
746952,288,448
746952,304,304
746952,544,560
746955,32,480
746955,304,448
746955,448,544
746958,96,480
746958,272,288
746958,464,480
746958,544,656
746961,448,432
746961,496,416
746961,528,512
746964,336,416
746964,432,480
746964,464,384
746964,480,544
746964,496,400
746964,544,528
746967,336,432
746967,496,640
746967,512,432
746967,512,656
746970,464,592
746970,480,528
746970,480,592
746970,496,544
746970,576,544
746970,816,784
746973,448,528
746973,496,448
746973,512,400
746973,528,480
746973,544,464
746973,560,576
746973,608,704
746976,320,384
746976,432,480
746976,480,576
746979,400,512
746979,448,576
746979,496,416
746979,512,496
746979,544,560
746982,336,416
746982,384,464
746982,512,640
746982,592,672
746985,480,608
746985,496,624
746985,496,640
746985,544,608
746985,544,672
746985,560,448
746988,64,464
746988,80,464
746988,384,496
746988,464,624
746988,528,528
746991,464,624
746991,496,576
746991,512,640
746991,576,624
746994,464,608
746994,544,576
746997,416,432
746997,496,544
746997,544,560
746997,560,480
746997,768,800
747000,432,448
747000,464,496
747000,464,544
747000,496,672
747000,512,480
747000,576,672
747000,672,784
747003,80,480
747003,448,544
747003,528,608
747006,512,624
747006,800,784
747009,384,448
747009,512,560
747009,560,464
747009,816,800
747012,496,480
747012,496,576
747012,512,640
747012,544,544
747012,640,768
747015,432,496
747015,496,656
747015,560,608
747018,464,592
747018,512,512
747021,32,496
747021,560,624
747021,640,768
747024,528,688
747027,416,528
747027,496,672
747042,80,480
747045,0,528
747057,832,816
747060,64,448
747066,736,800
747075,32,528
747075,352,432
747075,752,800
747087,224,144
747090,0,528
747117,832,848
747123,240,128
747138,864,768
747153,544,672
747159,224,144
747165,224,384
747168,464,512
747171,448,576
747186,512,464
747201,0,528
747204,480,640
747210,224,144
747216,816,784
747234,448,528
747240,448,432
747246,560,480
747315,192,96
747324,464,560
747345,672,784
747369,224,256
747375,512,672
747387,592,720
747390,352,368
747429,304,208
747450,512,656
747450,528,672
747456,592,672
747462,464,592
747465,480,592
747465,512,592
747474,592,624
747480,480,560
747480,496,624
747486,544,592
747489,448,560
747489,560,560
747495,336,432
747498,576,656
747501,512,656
747501,576,640
747504,576,656
747504,656,768
747504,688,800
747507,32,496
747507,592,656
747510,592,624
747510,608,720
747513,416,512
747516,496,608
747516,544,576
747528,704,768
747531,496,576
747531,608,688
747531,880,768
747540,816,800
747546,304,176
747546,784,816
747549,800,832
747552,704,800
747555,592,640
747555,800,864
747555,848,784
747558,672,800
747558,832,816
747561,832,768
747561,848,816
747564,672,768
747570,832,800
747573,672,784
747573,752,816
747573,768,768
747573,848,800
747576,752,800
747585,576,480
747585,864,768
747588,560,640
747591,576,576
747591,768,832
747594,512,464
747594,800,800
747606,512,672
747621,848,784
747813,528,592
747894,592,640
747921,432,512
747942,240,144
747945,192,112
747951,272,128
747951,288,176
747954,256,128
747960,304,208
747963,176,96
747969,224,96
747969,256,144
747972,240,176
747975,256,256
747978,192,96
747981,224,176
747984,304,224
747987,224,144
747987,240,224
747990,288,192
747993,272,128
747996,208,112
747999,224,128
747999,272,160
748005,224,320
748011,288,144
748014,256,304
748017,240,112
748017,256,112
748020,208,96
748023,224,112
748023,240,224
748023,256,208
748023,304,320
748023,320,432
748026,224,144
748026,528,400
748029,240,352
748032,224,240
748032,224,336
748032,240,320
748035,240,192
748035,240,352
748035,272,288
748035,304,288
748038,224,224
748038,224,256
748038,240,272
748038,288,160
748038,416,448
748041,272,160
748041,272,400
748041,304,192
748041,496,496
748044,48,448
748044,48,544
748044,160,448
748044,256,416
748047,0,528
748047,48,496
748050,192,432
748050,208,416
748050,224,416
748050,240,368
748050,272,240
748050,272,400
748053,176,432
748053,288,288
748053,304,432
748053,304,448
748056,224,400
748056,320,320
748059,224,336
748059,224,384
748059,304,400
748083,112,448
748083,240,272
748083,240,320
748083,368,448
748086,240,368
748089,0,496
748089,48,512
748095,224,400
748095,240,448
748095,288,256
748098,160,448
748098,224,432
748101,240,384
748101,256,352
748104,224,448
748104,240,240
748104,528,528
748107,256,448
748107,432,496
748107,480,416
748110,128,448
748110,176,448
748110,256,304
748113,176,432
748113,336,384
748116,16,464
748116,80,512
748116,336,368
748116,416,480
748119,208,448
748122,32,544
748122,64,448
748125,16,544
748125,64,480
748125,96,496
748125,288,336
748125,512,464
748128,64,480
748128,64,512
748128,224,352
748128,256,368
748128,448,416
748128,480,400
748131,32,480
748131,80,448
748131,304,448
748137,48,480
748137,176,448
748140,352,416
748143,48,544
748143,96,480
748143,336,352
748143,368,368
748143,528,672
748143,592,464
748146,256,432
748146,352,384
748146,448,432
748146,576,624
748149,80,512
748149,416,528
748149,496,464
748155,288,416
748155,384,448
748155,480,560
748155,560,544
748158,112,464
748158,304,400
748158,384,464
748158,416,416
748158,576,688
748161,336,400
748161,368,480
748161,416,512
748161,464,448
748161,512,560
748164,448,560
748164,544,608
748167,480,416
748170,352,448
748170,480,512
748173,432,544
748173,496,656
748179,64,464
748179,240,432
748179,400,464
748179,432,432
748179,448,496
748182,384,368
748182,416,448
748185,352,416
748185,432,480
748185,528,496
748185,576,608
748188,272,448
748188,352,448
748188,512,544
748188,528,480
748188,768,768
748191,416,464
748191,528,432
748191,528,656
748191,560,608
748191,576,656
748194,96,448
748194,448,560
748194,592,368
748197,96,496
748197,368,384
748197,384,464
748197,528,624
748200,0,480
748200,576,704
748200,784,784
748200,784,832
748203,416,496
748203,432,496
748203,480,592
748206,496,624
748206,528,624
748206,576,480
748206,592,672
748209,0,528
748209,96,480
748209,528,640
748212,288,400
748212,480,560
748212,496,656
748212,512,656
748212,576,592
748215,208,96
748215,240,384
748215,576,640
748218,272,160
748218,576,672
748221,48,448
748221,208,432
748221,464,608
748221,496,608
748221,560,528
748221,560,624
748221,592,672
748224,0,512
748224,352,416
748224,736,768
748227,48,528
748227,512,624
748230,64,448
748230,256,448
748230,480,624
748230,528,592
748233,64,512
748233,480,544
748233,496,656
748236,80,480
748236,256,272
748236,304,320
748236,304,416
748239,32,464
748239,80,512
748239,160,448
748239,512,608
748239,512,624
748239,528,688
748239,592,720
748239,672,752
748242,176,448
748245,272,224
748245,672,784
748251,576,496
748254,432,416
748254,736,784
748254,784,816
748257,48,464
748257,96,496
748257,384,480
748257,576,448
748260,32,544
748260,112,464
748260,432,528
748263,32,528
748263,304,400
748266,816,832
748269,0,496
748269,256,448
748269,560,656
748269,560,688
748272,0,512
748272,96,480
748272,224,400
748272,384,432
748272,496,496
748275,496,464
748275,576,560
748281,432,496
748284,16,464
748284,64,528
748287,48,480
748287,208,448
748287,480,464
748287,496,624
748287,528,672
748287,592,528
748290,80,496
748290,400,464
748290,608,688
748293,640,768
748293,752,816
748296,528,672
748296,640,752
748296,672,784
748299,0,544
748299,240,288
748299,288,432
748305,0,480
748305,32,544
748305,112,448
748305,688,784
748311,80,480
748314,224,384
748314,304,240
748317,64,480
748317,432,544
748323,432,464
748323,512,656
748323,800,848
748326,96,496
748329,784,816
748335,0,480
748335,240,448
748335,368,432
748335,496,640
748335,704,800
748335,800,832
748338,80,448
748341,336,352
748344,16,544
748344,272,432
748344,400,512
748344,560,656
748344,608,688
748344,768,832
748344,784,848
748347,64,528
748347,832,800
748350,208,448
748350,384,496
748350,512,400
748353,32,512
748353,720,784
748356,464,624
748356,560,656
748356,736,784
748359,352,400
748359,512,624
748362,256,416
748365,256,320
748365,592,576
748371,32,496
748371,400,448
748371,528,608
748374,256,448
748377,224,384
748377,256,432
748377,272,352
748377,384,448
748377,800,784
748380,464,624
748383,64,496
748383,384,384
748383,416,528
748386,240,416
748386,704,784
748389,512,624
748392,480,448
748395,336,416
748395,512,528
748398,320,400
748398,336,336
748398,544,704
748401,240,320
748401,400,496
748404,592,672
748407,544,576
748410,352,320
748413,384,432
748416,288,416
748419,384,432
748419,400,512
748422,224,400
748425,272,336
748425,272,384
748425,336,336
748428,384,400
748428,576,368
748431,576,640
748434,448,496
748437,608,688
748440,576,656
748440,848,832
748446,384,448
748449,320,416
748476,496,592
748476,768,832
748482,464,480
748482,512,640
748482,816,800
748485,528,368
748488,800,864
748491,800,800
748494,400,496
748494,560,656
748500,512,672
748500,720,784
748503,480,640
748506,432,448
748506,480,528
748515,240,176
748518,576,656
748521,816,784
748524,496,624
748524,704,800
748527,672,768
748533,496,640
748536,720,800
748548,720,768
748566,464,512
748575,800,832
748575,816,848
748626,288,304
748707,224,304
748716,400,432
748800,384,432
748848,672,208
748872,256,368
748935,720,800
749013,544,496
749028,176,96
749037,560,688
749151,672,160
749190,272,272
749202,672,208
749268,752,224
749379,80,464
749385,704,192
749394,288,144
749400,688,144
749454,304,432
749466,512,624
749496,48,496
749523,528,672
749574,240,272
749589,272,272
749592,288,288
749595,304,304
749601,224,256
749601,336,320
749604,208,112
749604,352,384
749607,160,448
749607,272,352
749607,336,336
749610,224,288
749610,224,416
749610,272,272
749610,336,400
749613,272,304
749616,112,448
749616,272,256
749616,288,240
749616,304,416
749619,160,448
749619,240,336
749619,240,368
749619,272,304
749619,320,320
749622,240,352
749625,144,448
749625,304,352
749628,160,448
749628,240,224
749628,272,384
749634,176,448
749634,304,448
749634,320,432
749634,336,448
749637,240,304
749637,304,304
749637,320,432
749637,672,176
749640,272,240
749643,224,336
749643,256,448
749646,208,448
749646,224,384
749646,272,288
749646,272,336
749646,272,400
749646,272,432
749646,272,448
749646,336,384
749646,688,144
749649,224,240
749649,224,304
749649,304,352
749649,304,384
749652,208,416
749652,208,432
749652,256,384
749652,272,288
749652,416,464
749655,288,368
749655,288,432
749655,352,336
749655,416,512
749658,272,240
749658,336,384
749658,368,352
749661,64,464
749661,128,448
749661,240,336
749661,288,448
749664,336,384
749664,416,528
749664,432,496
749667,256,384
749667,288,272
749667,304,256
749670,240,368
749670,288,320
749670,304,320
749670,304,368
749670,672,160
749673,304,384
749673,320,320
749673,336,448
749673,368,368
749673,416,496
749673,448,544
749673,448,560
749673,672,192
749676,96,480
749676,224,432
749676,240,432
749676,288,352
749676,304,432
749676,320,304
749676,336,352
749676,352,432
749676,400,432
749676,464,576
749679,64,496
749679,224,416
749679,240,272
749679,288,320
749679,320,336
749679,368,368
749679,688,144
749682,64,496
749682,256,256
749682,320,352
749682,352,416
749682,400,464
749685,256,272
749685,256,432
749685,272,272
749685,272,304
749685,304,368
749685,320,448
749685,464,576
749688,224,320
749688,256,256
749688,272,448
749688,288,192
749688,320,352
749688,336,384
749688,336,400
749688,336,448
749691,112,448
749691,240,256
749691,256,288
749691,272,384
749691,272,400
749691,336,352
749694,256,432
749694,272,320
749694,352,320
749694,400,480
749694,464,560
749697,160,432
749697,176,432
749697,288,352
749697,336,368
749700,96,464
749700,176,432
749700,224,272
749700,256,432
749700,288,400
749700,336,384
749703,192,432
749703,336,336
749703,336,352
749703,352,416
749703,352,448
749703,432,480
749703,448,496
749706,176,448
749706,224,416
749706,240,432
749706,272,368
749706,320,416
749706,352,368
749706,448,528
749709,224,320
749709,288,240
749709,336,336
749712,240,272
749712,304,304
749712,304,368
749712,320,384
749712,352,368
749712,352,384
749712,368,368
749712,384,416
749712,400,448
749712,448,464
749715,240,416
749715,256,320
749715,304,368
749715,320,368
749715,336,368
749715,352,320
749715,352,448
749715,464,512
749718,80,464
749718,224,416
749718,256,320
749718,256,384
749718,272,368
749718,304,336
749718,352,384
749718,400,480
749721,160,448
749721,240,432
749721,288,352
749721,320,400
749721,368,416
749721,448,544
749724,224,320
749724,272,336
749724,288,336
749724,288,400
749724,320,288
749724,368,368
749724,400,432
749727,208,448
749727,224,368
749727,240,384
749727,256,384
749727,272,304
749727,288,352
749727,448,512
749727,496,608
749730,240,400
749730,256,304
749730,288,416
749730,304,352
749730,368,384
749730,560,672
